	log_likelihood
5847	309.9189
5848	300.91022
5849	286.01736
5850	288.71298
5851	227.50174
5852	257.2527
5853	305.69733
5854	318.5273
5855	321.59393
5856	298.3524
5857	210.40637
5858	286.32416
5859	195.197
5860	301.9431
5861	279.78418
5862	224.09895
5863	278.26562
5864	312.34766
5865	321.7993
5866	311.84647
5867	298.84586
5868	280.00964
5869	278.2018
5870	293.47842
5871	319.5331
5872	256.2252
5873	286.6728
5874	256.42285
5875	118.92153
5876	308.42224
5877	276.01358
5878	299.17096
5879	299.85068
5880	295.16556
5881	307.74545
5882	243.29184
5883	310.3256
5884	306.62634
5885	322.5855
5886	284.14145
5887	259.72736
5888	305.00473
5889	250.16245
5890	312.1627
5891	302.436
5892	185.54329
5893	289.7176
5894	306.17456
5895	231.7644
5896	192.40535
5897	255.38374
5898	292.21475
5899	263.47357
5900	324.21075
5901	316.12692
5902	282.40228
5903	274.17612
5904	259.93292
5905	313.13336
5906	322.76312
5907	282.90656
5908	301.1953
5909	301.86542
5910	228.44266
5911	316.09512
5912	297.7303
5913	291.44702
5914	244.4211
5915	288.27167
5916	274.4066
5917	315.15717
5918	140.9504
5919	318.17032
5920	335.6493
5921	309.9167
5922	281.77338
5923	284.28384
5924	292.1906
5925	306.03644
5926	269.60153
5927	166.16473
5928	315.35284
5929	283.6537
5930	305.2008
5931	300.59113
5932	309.36295
5933	311.09464
5934	292.23907
5935	282.16602
5936	333.8443
5937	307.93088
5938	277.47845
5939	320.02844
5940	149.8334
5941	117.56698
5942	308.72717
5943	317.61966
5944	274.26987
5945	283.06354
5946	251.3483
5947	274.1004
5948	313.07452
5949	302.04443
5950	288.21652
5951	240.62186
5952	319.7149
5953	302.0229
5954	310.09622
5955	298.42157
5956	305.93246
5957	228.33914
5958	294.41177
5959	315.067
5960	283.68954
5961	301.1275
5962	280.81876
5963	303.51825
5964	265.11902
5965	277.51575
5966	292.84485
5967	271.54352
5968	263.9423
5969	306.8383
5970	220.27364
5971	277.54388
5972	211.6987
5973	291.139
5974	194.94244
5975	288.87604
5976	313.08798
5977	238.9853
5978	298.5192
5979	215.08499
5980	282.28378
5981	265.94614
5982	222.77165
5983	249.884
5984	279.88556
5985	314.23273
5986	267.50665
5987	281.3938
5988	284.53906
5989	299.44
5990	234.91391
5991	270.54828
5992	290.2922
5993	286.48096
5994	300.2934
5995	274.6008
5996	208.06245
5997	198.2352
5998	306.84283
5999	313.05573
6000	268.35675
6001	299.6417
6002	258.94165
6003	309.6691
6004	315.68597
6005	239.98979
6006	224.79431
6007	297.24835
6008	256.89526
6009	298.47037
6010	323.91693
6011	302.60382
6012	211.9031
6013	219.41858
6014	198.74353
6015	327.80026
6016	279.0882
6017	283.8443
6018	271.71854
6019	311.15863
6020	313.9726
6021	322.18784
6022	252.76352
6023	311.94162
6024	238.42244
6025	319.16153
6026	268.84848
6027	306.47723
6028	317.64438
6029	317.13284
6030	293.06122
6031	300.40094
6032	287.00323
6033	103.220604
6034	285.02524
6035	244.87723
6036	298.8416
6037	302.0982
6038	258.1479
6039	312.8136
6040	293.701
6041	146.74527
6042	243.9672
6043	304.2972
6044	276.50244
6045	247.17778
6046	318.57928
6047	299.73633
6048	326.13617
6049	321.6783
6050	308.25595
6051	297.12094
6052	238.7367
6053	308.1689
6054	195.88571
6055	325.76178
6056	294.81354
6057	312.08246
6058	252.6726
6059	279.8321
6060	239.57527
6061	314.68945
6062	316.84897
6063	301.9195
6064	308.66208
6065	194.41502
6066	283.89493
6067	301.4942
6068	271.20294
6069	261.04306
6070	263.55597
6071	317.25204
6072	287.11118
6073	147.9215
6074	295.18564
6075	297.46063
6076	279.2462
6077	304.50525
6078	252.23613
6079	257.5223
6080	251.75351
6081	303.44867
6082	312.94928
6083	286.5709
6084	257.10837
6085	315.50644
6086	207.39136
6087	316.74542
6088	286.84326
6089	311.4087
6090	237.06714
6091	319.86053
6092	318.99335
6093	289.66925
6094	305.1121
6095	310.76633
6096	120.96664
6097	255.21497
6098	303.49893
6099	165.20563
6100	267.78415
6101	288.4018
6102	257.8845
6103	271.40265
6104	316.2416
6105	301.94592
6106	298.54785
6107	259.40924
6108	324.47104
6109	290.26495
6110	288.80005
6111	155.68794
6112	175.99849
6113	264.74554
6114	301.21628
6115	244.93558
6116	300.24896
6117	251.39893
6118	142.17685
6119	247.74326
6120	264.10175
6121	315.84576
6122	290.55942
6123	198.14334
6124	304.50705
6125	291.2943
6126	322.12506
6127	256.6801
6128	148.42485
6129	302.42047
6130	307.8492
6131	297.465
6132	287.87823
6133	309.7679
6134	295.4465
6135	199.87198
6136	305.58737
6137	164.52515
6138	250.26897
6139	212.90787
6140	285.5676
6141	273.20575
6142	272.6059
6143	309.61444
6144	300.30365
6145	278.86142
6146	296.43323
6147	297.02255
6148	264.2252
6149	154.81732
6150	157.8074
6151	233.17795
6152	256.19604
6153	272.0241
6154	280.64346
6155	169.86014
6156	303.59637
6157	262.70956
6158	298.1919
6159	322.18472
6160	236.78642
6161	242.08505
6162	314.59995
6163	210.16333
6164	273.83734
6165	297.5296
6166	215.3455
6167	305.95258
6168	244.6625
6169	213.9865
6170	304.10663
6171	301.49802
6172	279.08585
6173	289.48087
6174	240.82466
6175	234.92908
6176	290.08038
6177	260.84875
6178	320.79205
6179	247.21745
6180	302.4825
6181	194.66837
6182	246.13248
6183	289.59003
6184	272.43158
6185	292.60693
6186	277.63034
6187	243.29472
6188	283.31042
6189	286.99332
6190	293.98627
6191	217.1543
6192	310.29218
6193	309.85077
6194	222.17732
6195	307.0782
6196	222.26135
6197	175.80527
6198	306.4681
6199	254.11267
6200	324.2137
6201	285.81836
6202	185.73978
6203	291.14032
6204	297.80136
6205	312.426
6206	197.81807
6207	188.77617
6208	285.05243
6209	291.89978
6210	196.17888
6211	293.925
6212	255.32834
6213	296.07928
6214	291.80377
6215	301.22626
6216	259.8064
6217	293.1201
6218	280.86572
6219	290.96536
6220	292.67914
6221	306.0189
6222	211.36406
6223	207.3489
6224	276.64526
6225	311.425
6226	293.86823
6227	314.71954
6228	316.04337
6229	312.7165
6230	310.01147
6231	323.50702
6232	187.95781
6233	290.74408
6234	318.68445
6235	289.38443
6236	248.15335
6237	204.20212
6238	226.30684
6239	312.52997
6240	310.61118
6241	289.12677
6242	254.32133
6243	288.1604
6244	191.19121
6245	168.83546
6246	245.87529
6247	197.19157
6248	304.9598
6249	129.88164
6250	318.15128
6251	266.9361
6252	284.39447
6253	250.50713
6254	266.18207
6255	314.51373
6256	287.33722
6257	305.94644
6258	182.64279
6259	225.07414
6260	251.43863
6261	299.0276
6262	288.17154
6263	318.08984
6264	282.52658
6265	335.57837
6266	313.11224
6267	277.1705
6268	93.391464
6269	292.77377
6270	314.5176
6271	274.0971
6272	310.81754
6273	316.1983
6274	305.81653
6275	280.99545
6276	141.492
6277	256.7552
6278	311.6266
6279	126.540344
6280	269.89532
6281	255.22086
6282	277.6964
6283	283.07635
6284	259.37363
6285	248.83919
6286	297.3078
6287	278.26584
6288	286.9992
6289	316.08032
6290	299.2795
6291	274.19754
6292	176.31625
6293	309.63788
6294	270.66687
6295	272.2504
6296	129.32796
6297	337.19928
6298	283.34784
6299	248.75015
6300	287.16708
6301	315.14212
6302	324.78906
6303	188.53593
6304	215.18277
6305	302.4652
6306	313.4931
6307	283.45154
6308	239.45686
6309	268.91
6310	268.44263
6311	269.22577
6312	268.9394
6313	268.66122
6314	246.04825
6315	245.04854
6316	323.12933
6317	271.12125
6318	321.0711
6319	266.62482
6320	244.23886
6321	245.73735
6322	295.29956
6323	292.41592
6324	306.80597
6325	297.61182
6326	307.0401
6327	283.91553
6328	250.39189
6329	294.27676
6330	297.30237
6331	251.22888
6332	303.75327
6333	342.05576
6334	278.1727
6335	312.21796
6336	262.6154
6337	291.91364
6338	252.15886
6339	190.71153
6340	311.5948
6341	268.0196
6342	271.249
6343	284.57855
6344	306.81613
6345	278.09174
6346	299.11237
6347	302.15314
6348	298.6401
6349	285.28995
6350	248.31856
6351	248.99239
6352	216.79546
6353	261.35355
6354	319.17084
6355	261.13034
6356	256.4779
6357	245.62642
6358	240.25322
6359	310.81982
6360	294.56342
6361	308.66388
6362	190.2139
6363	309.9577
6364	310.48645
6365	276.40533
6366	312.13245
6367	263.5648
6368	303.85968
6369	120.21831
6370	278.5498
6371	219.81548
6372	265.14655
6373	311.2317
6374	307.67938
6375	280.9719
6376	298.7087
6377	200.31348
6378	314.67276
6379	272.47144
6380	299.33942
6381	313.75363
6382	264.9664
6383	238.43771
6384	276.60938
6385	279.0843
6386	287.29575
6387	300.1392
6388	268.30765
6389	208.62173
6390	292.61026
6391	207.67851
6392	152.51265
6393	315.67242
6394	297.6451
6395	303.04608
6396	270.50348
6397	277.45642
6398	193.36311
6399	285.44598
6400	294.5778
6401	122.806114
6402	289.12213
6403	303.06613
6404	214.37991
6405	291.7693
6406	261.97656
6407	298.96417
6408	303.5463
6409	145.45464
6410	174.16156
6411	315.13535
6412	313.22174
6413	286.88235
6414	273.58185
6415	291.93472
6416	291.998
6417	278.04926
6418	273.98468
6419	-7.5880613
6420	281.51678
6421	253.67111
6422	243.17746
6423	221.19312
6424	263.80344
6425	284.10626
6426	299.9577
6427	301.89444
6428	279.97784
6429	289.81085
6430	222.04475
6431	51.418526
6432	290.46173
6433	305.1387
6434	243.13052
6435	225.69821
6436	310.55902
6437	229.84323
6438	312.99524
6439	198.22905
6440	268.7338
6441	285.43024
6442	284.87387
6443	307.90848
6444	317.9317
6445	244.06523
6446	279.07208
6447	77.659096
6448	320.3554
6449	238.59122
6450	172.85782
6451	263.22827
6452	249.54729
6453	267.73022
6454	213.3645
6455	280.82184
6456	221.61569
6457	303.66293
6458	304.37213
6459	221.17014
6460	242.78369
6461	301.25067
6462	308.79944
6463	221.64864
6464	145.47183
6465	258.87744
6466	301.3117
6467	274.16534
6468	312.9648
6469	291.23584
6470	304.59506
6471	235.3335
6472	276.39697
6473	201.7518
6474	273.51694
6475	250.7399
6476	123.1969
6477	148.12167
6478	299.81958
6479	287.73062
6480	109.49736
6481	287.26343
6482	268.52362
6483	287.8856
6484	302.92496
6485	281.49246
6486	328.57355
6487	281.2565
6488	333.5816
6489	339.13434
6490	263.6559
6491	328.30835
6492	304.17123
6493	301.78717
6494	327.16162
6495	323.69012
6496	340.0937
6497	321.96295
6498	327.7833
6499	322.80258
6500	320.24634
6501	290.64374
6502	296.97888
6503	317.24347
6504	323.61172
6505	328.1488
6506	315.13608
6507	288.2611
6508	253.08609
6509	325.8787
6510	310.3358
6511	298.8323
6512	324.98602
6513	312.46445
6514	277.03702
6515	339.59537
6516	289.49506
6517	344.2963
6518	328.13205
6519	318.63882
6520	271.16492
6521	327.90814
6522	304.35196
6523	315.67758
6524	311.0202
6525	262.16412
6526	319.1162
6527	320.8805
6528	319.49927
6529	198.7579
6530	329.5336
6531	331.15805
6532	329.69952
6533	299.5435
6534	331.55435
6535	319.3775
6536	286.59946
6537	332.64218
6538	331.82886
6539	237.69682
6540	302.9169
6541	312.47034
6542	260.1639
6543	312.08813
6544	307.82877
6545	327.5854
6546	287.55557
6547	280.25986
6548	331.35434
6549	321.6272
6550	292.41534
6551	323.17914
6552	311.29437
6553	303.46445
6554	254.64502
6555	310.25873
6556	235.2991
6557	221.55399
6558	327.88803
6559	201.50938
6560	318.03183
6561	324.6756
6562	298.84192
6563	335.3493
6564	322.96616
6565	312.0555
6566	328.581
6567	170.89215
6568	278.59982
6569	312.94086
6570	291.86414
6571	201.16185
6572	316.98483
6573	321.1969
6574	337.0799
6575	288.15836
6576	310.58057
6577	318.63052
6578	325.7342
6579	259.64185
6580	296.43677
6581	255.87143
6582	338.46674
6583	328.9684
6584	321.85992
6585	318.9311
6586	168.27628
6587	339.5271
6588	322.21725
6589	315.3636
6590	82.17918
6591	321.6043
6592	180.83392
6593	162.26352
6594	270.57593
6595	302.92288
6596	314.06842
6597	236.46126
6598	324.78506
6599	332.34445
6600	343.56314
6601	324.3908
6602	290.9521
6603	287.5655
6604	327.8437
6605	264.02692
6606	289.59088
6607	303.84125
6608	295.20892
6609	320.4206
6610	309.81857
6611	303.65027
6612	285.74396
6613	252.64563
6614	294.1657
6615	300.00217
6616	154.12192
6617	207.22368
6618	316.75058
6619	321.52118
6620	309.59604
6621	326.90704
6622	319.76562
6623	312.61456
6624	318.5718
6625	325.9798
6626	266.43805
6627	336.16766
6628	248.3938
6629	303.01434
6630	315.99374
6631	317.94965
6632	309.16318
6633	334.98602
6634	310.6562
6635	295.27292
6636	336.41772
6637	319.5248
6638	318.34164
6639	327.64447
6640	331.6181
6641	276.51093
6642	225.37056
6643	318.80084
6644	330.3527
6645	282.69162
6646	295.12485
6647	224.52527
6648	294.95667
6649	310.25226
6650	302.73486
6651	284.9571
6652	327.14713
6653	322.23062
6654	329.41953
6655	254.9279
6656	295.75745
6657	283.90753
6658	308.0874
6659	284.56458
6660	306.85577
6661	322.66977
6662	317.55167
6663	324.8275
6664	288.47568
6665	327.23148
6666	278.90323
6667	315.55716
6668	198.72906
6669	335.52484
6670	335.352
6671	309.7512
6672	310.82004
6673	320.75528
6674	215.70142
6675	313.48984
6676	198.98723
6677	224.67325
6678	292.8814
6679	294.98987
6680	322.83517
6681	312.20477
6682	314.74146
6683	311.6915
6684	316.21054
6685	290.46826
6686	326.8092
6687	311.14838
6688	267.75467
6689	287.748
6690	323.01993
6691	320.46176
6692	296.36615
6693	301.22772
6694	314.75012
6695	314.09506
6696	309.89746
6697	315.8824
6698	333.66724
6699	310.361
6700	285.2433
6701	328.61957
6702	321.54233
6703	319.6601
6704	319.4581
6705	271.39755
6706	318.67682
6707	324.00034
6708	305.4406
6709	323.19794
6710	231.47966
6711	243.53459
6712	276.88803
6713	223.92781
6714	315.52075
6715	317.95404
6716	263.98978
6717	292.6555
6718	259.44916
6719	333.20758
6720	325.23193
6721	274.86655
6722	311.33173
6723	288.98438
6724	313.0879
6725	326.91104
6726	253.20805
6727	335.41766
6728	295.84238
6729	318.71573
6730	309.7667
6731	315.77383
6732	312.41943
6733	314.77914
6734	328.49844
6735	298.23206
6736	221.5947
6737	295.8369
6738	336.9738
6739	291.41498
6740	290.44025
6741	282.28857
6742	324.28107
6743	309.84918
6744	268.70065
6745	286.3234
6746	246.71477
6747	326.16544
6748	318.68912
6749	303.67456
6750	338.6979
6751	337.475
6752	324.6193
6753	230.37134
6754	325.25488
6755	313.4871
6756	318.62326
6757	311.8964
6758	308.21133
6759	279.08212
6760	253.76321
6761	297.24628
6762	325.44824
6763	325.24673
6764	291.9953
6765	301.85056
6766	292.78775
6767	303.22253
6768	306.79352
6769	298.8523
6770	309.15253
6771	336.19083
6772	310.79404
6773	320.0681
6774	306.1136
6775	332.97794
6776	326.10663
6777	296.14825
6778	336.28668
6779	281.59772
6780	296.3297
6781	313.57596
6782	328.1884
6783	328.89294
6784	329.7221
6785	325.04593
6786	98.99536
6787	301.23224
6788	313.38287
6789	311.47702
6790	283.86865
6791	254.17114
6792	212.61865
6793	314.0707
6794	314.35602
6795	331.26978
6796	323.059
6797	285.97626
6798	263.2269
6799	295.1435
6800	324.60098
6801	236.72195
6802	312.29025
6803	286.19708
6804	333.3256
6805	146.52927
6806	235.24773
6807	273.54636
6808	219.49368
6809	324.96005
6810	310.32812
6811	322.34747
6812	329.50677
6813	296.58203
6814	231.50117
6815	291.57944
6816	280.1823
6817	177.15387
6818	296.14786
6819	310.28656
6820	307.06403
6821	268.16937
6822	271.71753
6823	283.80902
6824	331.92838
6825	330.46576
6826	204.92624
6827	310.97458
6828	274.3242
6829	272.08478
6830	286.99884
6831	300.69833
6832	291.73346
6833	266.72452
6834	304.52393
6835	281.6466
6836	313.66248
6837	288.492
6838	226.327
6839	335.107
6840	293.14752
6841	316.56232
6842	270.4306
6843	277.85107
6844	296.0802
6845	301.93872
6846	323.55197
6847	313.31982
6848	255.67049
6849	309.17172
6850	304.28778
6851	333.2223
6852	230.71245
6853	317.70688
6854	289.99542
6855	327.5934
6856	302.75772
6857	338.27554
6858	280.97427
6859	232.96777
6860	320.167
6861	303.7291
6862	327.6773
6863	332.405
6864	151.85048
6865	303.88525
6866	275.19183
6867	224.50269
6868	318.4955
6869	324.2385
6870	278.22443
6871	306.134
6872	292.87607
6873	294.05157
6874	314.7597
6875	277.56647
6876	245.33975
6877	303.80072
6878	325.1772
6879	316.63742
6880	206.68173
6881	319.58405
6882	295.00174
6883	194.80112
6884	285.09726
6885	322.4886
6886	216.76872
6887	293.13635
6888	314.00375
6889	320.30896
6890	297.5666
6891	262.14062
6892	301.96136
6893	301.44775
6894	222.30229
6895	268.45905
6896	312.58286
6897	314.80518
6898	336.49768
6899	223.46687
6900	265.987
6901	317.96503
6902	286.03937
6903	302.87424
6904	335.84766
6905	184.95743
6906	211.04239
6907	310.0463
6908	296.4095
6909	316.41864
6910	306.7899
6911	283.6772
6912	309.2389
6913	297.0918
6914	305.7946
6915	319.51035
6916	302.31744
6917	323.43335
6918	275.6264
6919	322.14642
6920	318.6042
6921	319.2146
6922	284.20654
6923	314.08304
6924	308.46387
6925	298.70605
6926	329.92252
6927	313.4564
6928	305.33286
6929	328.56036
6930	298.00986
6931	315.25586
6932	320.09396
6933	277.6397
6934	326.82513
6935	333.4559
6936	268.6194
6937	319.03387
6938	308.1728
6939	284.2221
6940	325.71866
6941	323.20038
6942	295.8176
6943	279.85266
6944	319.8728
6945	324.91794
6946	328.26004
6947	217.93779
6948	316.33267
6949	330.3662
6950	315.61026
6951	331.41928
6952	328.13483
6953	329.5953
6954	309.39035
6955	314.4936
6956	187.77283
6957	290.57657
6958	299.32443
6959	291.36145
6960	316.20322
6961	308.42468
6962	292.909
6963	297.0595
6964	313.43164
6965	283.18982
6966	322.36322
6967	324.38232
6968	312.43277
6969	297.6114
6970	328.6917
6971	312.72858
6972	338.40814
6973	248.8809
6974	215.15247
6975	320.94556
6976	289.64233
6977	152.13765
6978	274.3574
6979	299.99146
6980	215.3982
6981	282.70932
6982	252.51328
6983	234.24023
6984	334.9782
6985	296.29065
6986	315.82617
6987	290.6605
6988	290.40863
6989	325.79788
6990	322.21808
6991	310.8663
6992	276.31357
6993	282.3496
6994	198.36104
6995	266.08386
6996	317.1679
6997	302.42847
6998	316.09875
6999	301.925
7000	296.9372
7001	340.13306
7002	250.01262
7003	331.40314
7004	309.19592
7005	324.67706
7006	311.88348
7007	259.35675
7008	222.35735
7009	290.18008
7010	314.55035
7011	328.34015
7012	331.83163
7013	306.78525
7014	293.6184
7015	318.64923
7016	302.62286
7017	207.50566
7018	290.41632
7019	315.60712
7020	304.44815
7021	303.02914
7022	303.40552
7023	210.3339
7024	269.34106
7025	298.73383
7026	249.15996
7027	325.17633
7028	307.4222
7029	301.6451
7030	326.8797
7031	328.13766
7032	342.76187
7033	323.41568
7034	305.93854
7035	324.98453
7036	328.14462
7037	313.28366
7038	268.8191
7039	323.5632
7040	293.77496
7041	333.23605
7042	280.049
7043	303.88257
7044	301.5084
7045	277.18353
7046	291.0268
7047	285.5735
7048	286.38693
7049	230.57584
7050	275.41714
7051	221.97868
7052	281.67026
7053	272.68216
7054	305.24924
7055	311.72592
7056	318.75873
7057	323.70673
7058	323.14804
7059	303.34357
7060	271.21042
7061	283.46017
7062	318.09784
7063	275.47113
7064	310.44598
7065	319.83957
7066	310.74567
7067	232.36882
7068	325.59094
7069	309.34692
7070	319.62277
7071	280.44858
7072	310.22623
7073	304.38928
7074	293.5244
7075	231.41928
7076	228.70175
7077	236.73906
7078	330.433
7079	221.8135
7080	254.20686
7081	319.37347
7082	290.3127
7083	321.14252
7084	273.18597
7085	316.0804
7086	313.18204
7087	302.77615
7088	308.3397
7089	224.8125
7090	293.74042
7091	284.71402
7092	324.61578
7093	219.70694
7094	248.58139
7095	328.17847
7096	333.58627
7097	327.0982
7098	293.55246
7099	302.277
7100	313.48734
7101	311.70602
7102	200.78
7103	314.0793
7104	324.52997
7105	255.55913
7106	333.10977
7107	188.92911
7108	341.42914
7109	242.7551
7110	295.42044
7111	314.54865
7112	323.61163
7113	104.98079
7114	251.49503
7115	290.2583
7116	304.55194
7117	317.26715
7118	269.29477
7119	313.50882
7120	318.6994
7121	337.56204
7122	194.08719
7123	304.073
7124	311.1627
7125	311.44858
7126	333.1437
7127	323.2173
7128	309.55634
7129	300.01
7130	333.2751
7131	216.16841
7132	321.95026
7133	299.1569
7134	325.1206
7135	260.9744
7136	311.25842
7137	277.36386
7138	296.80292
7139	328.01984
7140	312.5887
7141	307.09418
7142	271.02313
7143	307.58392
7144	296.99832
7145	298.27878
7146	303.0408
7147	326.34293
7148	272.4702
7149	203.81886
7150	298.29156
7151	261.9944
7152	285.88348
7153	301.47223
7154	302.49774
7155	310.77228
7156	288.25494
7157	280.6536
7158	315.64194
7159	304.82965
7160	326.13623
7161	313.1148
7162	214.1556
7163	275.93686
7164	161.98174
7165	268.68008
7166	287.29593
7167	295.9003
7168	291.11526
7169	282.50543
7170	311.20587
7171	296.8038
7172	313.40323
7173	300.00464
7174	285.9855
7175	316.83746
7176	243.89963
7177	319.47714
7178	318.32645
7179	285.8688
7180	315.08426
7181	320.8229
7182	273.15228
7183	307.11652
7184	325.38797
7185	316.36542
7186	265.3396
7187	212.49321
7188	314.46832
7189	290.25986
7190	327.9304
7191	293.81525
7192	302.1922
7193	249.46245
7194	305.9007
7195	307.9449
7196	295.72256
7197	322.9533
7198	304.4582
7199	306.49136
7200	222.73042
7201	316.50772
7202	306.02222
7203	272.45535
7204	330.36514
7205	320.79736
7206	307.1642
7207	329.127
7208	241.52954
7209	303.03754
7210	318.36685
7211	285.0182
7212	252.83122
7213	287.46515
7214	319.22388
7215	316.81732
7216	259.77264
7217	316.88815
7218	300.40234
7219	310.78726
7220	123.07497
7221	312.0163
7222	323.9717
7223	209.99954
7224	251.52263
7225	229.79231
7226	217.08359
7227	229.53918
7228	241.571
7229	291.10614
7230	176.84756
7231	327.30396
7232	267.77032
7233	277.70917
7234	321.18668
7235	328.91037
7236	296.46332
7237	282.9198
7238	311.70963
7239	218.55147
7240	274.77362
7241	317.95615
7242	327.7395
7243	282.41782
7244	306.6775
7245	244.57504
7246	291.0026
7247	330.14124
7248	268.25043
7249	304.56125
7250	314.19205
7251	316.5499
7252	320.88763
7253	319.34497
7254	314.88144
7255	301.4439
7256	317.56964
7257	304.7591
7258	318.48666
7259	339.19348
7260	324.0526
7261	332.52142
7262	323.7818
7263	327.4498
7264	256.1497
7265	315.08417
7266	311.91705
7267	208.81921
7268	286.6205
7269	301.42355
7270	303.1264
7271	334.67682
7272	287.3056
7273	184.41309
7274	309.56772
7275	269.15598
7276	308.76917
7277	300.1193
7278	238.12358
7279	325.25775
7280	310.27374
7281	304.80917
7282	298.898
7283	322.05536
7284	253.08606
7285	332.18268
7286	329.36957
7287	311.47635
7288	304.22433
7289	310.22452
7290	324.1981
7291	311.45508
7292	271.23642
7293	317.42117
7294	147.56694
7295	320.23627
7296	316.2138
7297	303.0354
7298	321.61954
7299	316.43716
7300	221.9963
7301	301.17026
7302	261.6773
7303	312.3246
7304	269.528
7305	265.21115
7306	215.91255
7307	280.69598
7308	296.51035
7309	300.55533
7310	312.75528
7311	325.781
7312	312.1407
7313	330.1411
7314	305.40244
7315	287.6845
7316	298.28958
7317	316.81583
7318	296.33615
7319	324.1083
7320	319.43475
7321	329.91058
7322	341.29367
7323	312.6154
7324	271.71997
7325	294.8296
7326	322.82233
7327	308.83185
7328	322.2322
7329	252.61414
7330	318.98862
7331	271.7907
7332	315.95984
7333	286.40967
7334	290.7628
7335	293.73282
7336	291.83588
7337	315.85284
7338	308.0268
7339	321.20776
7340	318.13422
7341	294.39243
7342	301.6985
7343	300.99506
7344	306.98795
7345	278.39847
7346	322.10434
7347	271.20917
7348	293.1174
7349	281.24066
7350	335.78058
7351	334.28812
7352	269.2391
7353	336.14502
7354	327.46246
7355	271.381
7356	277.2202
7357	229.9176
7358	314.9108
7359	318.57138
7360	307.50006
7361	306.69418
7362	292.63324
7363	319.2185
7364	276.60458
7365	271.8444
7366	317.21777
7367	321.13995
7368	324.03876
7369	297.37054
7370	234.2426
7371	266.8122
7372	268.361
7373	322.05902
7374	319.5506
7375	235.00081
7376	269.7407
7377	268.18964
7378	296.46957
7379	282.44327
7380	277.40323
7381	297.09357
7382	301.24823
7383	317.3907
7384	331.18546
7385	301.77646
7386	301.26837
7387	327.1777
7388	300.24396
7389	323.58307
7390	323.26477
7391	315.308
7392	310.6894
7393	329.9689
7394	314.88126
7395	289.77908
7396	274.55923
7397	317.16483
7398	303.47797
7399	285.06317
7400	299.66583
7401	317.685
7402	300.62006
7403	228.65005
7404	180.2518
7405	310.14935
7406	277.8156
7407	286.31168
7408	275.8151
7409	248.53008
7410	249.02383
7411	291.35077
7412	306.73126
7413	246.11247
7414	326.91156
7415	252.25186
7416	291.49567
7417	318.0586
7418	327.21527
7419	309.8328
7420	325.78793
7421	282.26703
7422	297.05762
7423	334.94513
7424	213.1445
7425	308.47687
7426	300.01715
7427	300.50116
7428	295.93512
7429	110.27769
7430	291.91333
7431	310.66467
7432	282.47534
7433	298.79645
7434	292.33734
7435	284.15326
7436	317.27576
7437	274.50385
7438	304.4966
7439	280.86362
7440	276.08307
7441	321.2896
7442	279.7049
7443	321.1874
7444	282.0424
7445	245.4646
7446	326.42557
7447	313.25516
7448	318.25302
7449	311.237
7450	313.51572
7451	331.2496
7452	324.84317
7453	318.71768
7454	313.48618
7455	278.27344
7456	289.44193
7457	316.3228
7458	240.48972
7459	278.69626
7460	309.5113
7461	313.67715
7462	269.72058
7463	307.08142
7464	250.14798
7465	327.216
7466	275.0824
7467	302.49658
7468	196.86504
7469	295.74875
7470	187.76056
7471	273.17776
7472	293.74908
7473	282.06955
7474	276.66498
7475	287.10373
7476	334.86066
7477	305.25024
7478	311.8185
7479	290.93326
7480	321.14786
7481	208.22989
7482	319.2539
7483	333.5621
7484	314.40332
7485	313.87262
7486	308.21832
7487	332.80475
7488	313.9187
7489	279.23795
7490	325.6482
7491	327.14435
7492	305.6281
7493	121.192276
7494	209.90805
7495	273.15607
7496	157.17136
7497	307.5834
7498	325.2119
7499	317.3911
7500	313.98337
7501	317.67914
7502	297.23773
7503	293.18924
7504	169.21158
7505	330.8658
7506	294.61865
7507	310.99054
7508	320.4651
7509	297.5171
7510	307.42108
7511	316.64435
7512	299.27698
7513	311.02222
7514	242.67831
7515	277.90234
7516	290.57233
7517	326.78238
7518	303.43134
7519	303.7632
7520	317.58835
7521	242.65671
7522	316.0175
7523	265.22418
7524	309.21667
7525	306.8383
7526	321.2108
7527	316.03497
7528	167.81485
7529	261.48602
7530	304.02542
7531	319.68472
7532	315.25677
7533	297.43292
7534	303.80157
7535	320.7458
7536	308.22885
7537	318.1173
7538	226.12798
7539	325.67682
7540	332.18756
7541	312.44397
7542	295.98517
7543	329.4815
7544	320.73105
7545	143.11136
7546	280.18814
7547	303.3484
7548	241.82907
7549	312.1109
7550	289.36337
7551	254.96468
7552	285.3578
7553	235.95029
7554	194.33215
7555	296.98822
7556	311.42017
7557	279.01706
7558	309.36823
7559	296.39172
7560	307.42657
7561	314.17593
7562	291.59164
7563	217.14104
7564	278.19232
7565	339.31403
7566	338.00186
7567	231.42422
7568	307.22476
7569	324.7768
7570	324.46356
7571	298.49106
7572	324.721
7573	279.85727
7574	192.95267
7575	280.35983
7576	195.63298
7577	309.79208
7578	305.34857
7579	230.86711
7580	222.36731
7581	311.4542
7582	332.12967
7583	320.13458
7584	311.7601
7585	334.7795
7586	286.1604
7587	311.79266
7588	314.9151
7589	279.37436
7590	301.24496
7591	266.1691
7592	302.22986
7593	316.15512
7594	315.82935
7595	323.6637
7596	335.6189
7597	265.96304
7598	299.14435
7599	125.147705
7600	309.85107
