	elbo	tsne_cost
0	-224.601318359375	6.420438289642334
1	-154.7346649169922	12.840087890625
2	-118.33047485351562	19.229572296142578
3	-101.75904083251953	25.509830474853516
4	-94.31861877441406	32.06077194213867
5	-88.46747589111328	38.21169662475586
6	-82.21751403808594	44.76519012451172
7	-76.86002349853516	51.17268371582031
8	-68.29017639160156	57.804744720458984
9	-54.10533142089844	63.900150299072266
10	-40.353885650634766	70.60162353515625
11	-47.533607482910156	76.58689880371094
12	-50.83476257324219	83.34896850585938
13	-71.20742797851562	89.4351577758789
14	-91.58811950683594	95.98896789550781
15	-91.9048843383789	102.20471954345703
16	-76.2435073852539	108.59799194335938
17	-62.84629821777344	115.11817169189453
18	-41.26389694213867	121.3951416015625
19	-26.49314308166504	127.44276428222656
20	-5.958920478820801	133.44412231445312
21	2.9752120971679688	139.8494110107422
22	13.181654930114746	145.0635223388672
23	16.081371307373047	151.1181640625
24	19.159175872802734	158.29446411132812
25	29.898677825927734	163.50205993652344
26	30.810379028320312	169.21603393554688
27	34.031986236572266	175.92333984375
28	37.831939697265625	181.74574279785156
29	32.572757720947266	188.08335876464844
30	34.69432067871094	194.09678649902344
31	26.925256729125977	200.3299560546875
32	27.176010131835938	206.87281799316406
33	25.766389846801758	212.5749969482422
34	30.893598556518555	218.7765350341797
35	20.423484802246094	224.78179931640625
36	24.68121337890625	231.1279754638672
37	34.31192398071289	237.51112365722656
38	36.29780578613281	243.7142333984375
39	37.150203704833984	249.74693298339844
40	40.71821212768555	255.99969482421875
41	42.178733825683594	262.1470642089844
42	45.209129333496094	268.8024597167969
43	58.10537338256836	274.72711181640625
44	53.06686782836914	281.09564208984375
45	53.23966979980469	286.92510986328125
46	57.080406188964844	293.3333435058594
47	58.07890319824219	299.24713134765625
48	55.17283248901367	305.81610107421875
49	58.641456604003906	311.80401611328125
50	62.168392181396484	318.2042236328125
51	45.605838775634766	324.4161682128906
52	47.68983840942383	330.6455078125
53	36.57678985595703	336.7547912597656
54	31.984193801879883	343.192138671875
55	27.681922912597656	349.42510986328125
56	45.908599853515625	355.8328857421875
57	28.095359802246094	361.726318359375
58	39.182762145996094	368.0104064941406
59	16.870925903320312	374.3205871582031
60	37.41828155517578	380.357177734375
61	32.71670913696289	386.89117431640625
62	38.183837890625	393.0348205566406
63	36.08384323120117	399.3946838378906
64	41.97280502319336	405.21429443359375
65	47.62400817871094	411.66534423828125
66	49.88380432128906	417.8544006347656
67	50.37135314941406	424.16705322265625
68	59.40394973754883	430.2852478027344
69	51.39025115966797	436.3833923339844
70	28.47254180908203	442.84637451171875
71	33.632347106933594	449.2388610839844
72	40.66411590576172	455.22003173828125
73	43.241111755371094	461.8353576660156
74	46.86574935913086	468.1845397949219
75	56.034095764160156	474.8717041015625
76	53.67705535888672	480.66973876953125
77	63.08427429199219	486.78875732421875
78	62.17969512939453	493.2113952636719
79	61.57471466064453	499.38970947265625
80	71.45386505126953	505.782958984375
81	76.33903503417969	511.1884460449219
82	81.81753540039062	518.0475463867188
83	82.38367462158203	524.1587524414062
84	76.43719482421875	529.8928833007812
85	87.7036361694336	536.1414184570312
86	93.12731170654297	542.1742553710938
87	81.19076538085938	548.6358032226562
88	89.02954864501953	554.6448364257812
89	83.76805877685547	560.9579467773438
90	75.4359130859375	566.7439575195312
91	71.5003433227539	573.3483276367188
92	77.95021057128906	579.034912109375
93	76.11803436279297	585.287353515625
94	74.94989776611328	591.6421508789062
95	83.97845458984375	597.7542724609375
96	85.99848175048828	603.9317626953125
97	67.9176025390625	610.478759765625
98	75.24153137207031	616.1456298828125
99	86.1788101196289	622.5796508789062
100	85.76094055175781	622.6403198242188
101	75.93342590332031	622.3543090820312
102	74.52043151855469	622.4363403320312
103	65.95703887939453	622.623779296875
104	52.51445388793945	622.2904052734375
105	64.89734649658203	622.1680297851562
106	79.1399917602539	620.9874267578125
107	81.8066177368164	622.125732421875
108	75.88349914550781	621.0848999023438
109	69.42298126220703	619.3942260742188
110	68.3975830078125	620.0093994140625
111	63.64590072631836	620.4287109375
112	59.413516998291016	620.9717407226562
113	65.90274810791016	617.0307006835938
114	74.64738464355469	617.8780517578125
115	73.86029815673828	614.9329833984375
116	80.79104614257812	616.1564331054688
117	83.74440002441406	614.1981811523438
118	86.44149017333984	616.5076904296875
119	82.37057495117188	606.7533569335938
120	71.5321044921875	606.3153076171875
121	82.234130859375	605.2017211914062
122	77.8316650390625	606.46630859375
123	83.08521270751953	599.8216552734375
124	92.96699523925781	600.3688354492188
125	94.41116333007812	598.3554077148438
126	94.2729721069336	590.0997924804688
127	94.4967269897461	590.7591552734375
128	94.66975402832031	585.3269653320312
129	93.20127868652344	588.1505737304688
130	88.2813720703125	583.0630493164062
131	91.07908630371094	578.8510131835938
132	96.11072540283203	571.33544921875
133	99.33930206298828	570.7970581054688
134	96.75367736816406	565.9326782226562
135	106.26902770996094	570.30029296875
136	94.18281555175781	562.6266479492188
137	99.22244262695312	563.0940551757812
138	92.81670379638672	556.8942260742188
139	102.56352233886719	559.2936401367188
140	97.18580627441406	559.144287109375
141	101.40161895751953	555.6043090820312
142	107.74516296386719	558.4152221679688
143	98.30757904052734	556.357666015625
144	108.63422393798828	559.4053344726562
145	108.74356079101562	560.5513916015625
146	107.18303680419922	557.1173095703125
147	112.00906372070312	556.5006713867188
148	116.98281860351562	562.56884765625
149	112.83438873291016	553.44775390625
150	116.796142578125	553.4700927734375
151	120.34234619140625	559.4067993164062
152	112.1925277709961	556.1795043945312
153	118.77169799804688	558.0955810546875
154	120.39692687988281	561.2012329101562
155	116.4350357055664	559.1732788085938
156	119.36264038085938	559.996337890625
157	127.01225280761719	554.6057739257812
158	125.44332122802734	556.57568359375
159	129.26885986328125	553.82275390625
160	122.68523406982422	552.4080810546875
161	125.59873962402344	551.7520141601562
162	125.92866516113281	551.828125
163	128.7103271484375	558.3827514648438
164	130.79359436035156	553.9466552734375
165	136.77088928222656	554.9896240234375
166	135.74989318847656	557.774169921875
167	133.9178009033203	549.8106689453125
168	127.97838592529297	550.9873046875
169	135.49339294433594	550.8743286132812
170	132.88870239257812	555.6725463867188
171	130.0897674560547	553.5112915039062
172	132.68699645996094	551.2162475585938
173	131.29673767089844	554.1204223632812
174	134.62722778320312	558.9415283203125
175	139.02601623535156	557.3217163085938
176	135.4046173095703	554.2879028320312
177	141.9428253173828	553.3910522460938
178	131.207275390625	551.27197265625
179	136.44979858398438	553.2979125976562
180	127.39686584472656	553.6290893554688
181	124.51927947998047	554.1563720703125
182	133.0908203125	555.0641479492188
183	139.33497619628906	553.3082885742188
184	132.6735382080078	554.1629638671875
185	134.23582458496094	551.4760131835938
186	138.48402404785156	549.66748046875
187	145.5873565673828	549.2518310546875
188	134.99156188964844	545.8272705078125
189	130.58030700683594	551.2478637695312
190	138.46287536621094	549.2080688476562
191	139.86741638183594	549.897705078125
192	134.77285766601562	548.8502807617188
193	136.3421630859375	550.2294311523438
194	138.24221801757812	549.689697265625
195	136.89671325683594	550.421875
196	140.14874267578125	551.3455200195312
197	142.1028594970703	556.825927734375
198	145.5459747314453	557.827880859375
199	134.37643432617188	552.190185546875
200	132.489013671875	552.1326293945312
201	137.18821716308594	555.3751831054688
202	142.6728515625	549.9813232421875
203	142.18792724609375	552.0407104492188
204	137.20289611816406	551.2680053710938
205	145.5316925048828	550.6088256835938
206	146.66285705566406	549.1846313476562
207	138.75682067871094	553.1634521484375
208	131.60789489746094	555.033203125
209	134.74966430664062	547.2234497070312
210	137.82981872558594	560.8162231445312
211	135.54307556152344	548.5029907226562
212	144.73651123046875	554.066650390625
213	141.07046508789062	551.0558471679688
214	139.0140380859375	556.103515625
215	138.72390747070312	549.2479858398438
216	141.315185546875	553.335205078125
217	134.49989318847656	552.5335083007812
218	130.79859924316406	547.7606201171875
219	139.1775360107422	553.5013427734375
220	131.44569396972656	547.2279663085938
221	145.4765625	548.9540405273438
222	140.88705444335938	549.628662109375
223	142.9927978515625	545.4640502929688
224	135.50927734375	547.984130859375
225	135.03334045410156	551.8572387695312
226	139.62779235839844	547.14013671875
227	140.12538146972656	552.043212890625
228	142.93017578125	549.8150634765625
229	146.0376739501953	549.4169311523438
230	147.503662109375	552.228759765625
231	144.7345733642578	547.7086791992188
232	147.8301544189453	551.18115234375
233	141.66744995117188	547.548583984375
234	151.7778778076172	553.6214599609375
235	140.35113525390625	551.4854736328125
236	151.96759033203125	549.2613525390625
237	146.53004455566406	553.4959106445312
238	145.38226318359375	548.1825561523438
239	142.26222229003906	548.4801635742188
240	143.37982177734375	551.9036254882812
241	143.06918334960938	548.75
242	151.72967529296875	545.0545043945312
243	140.9662628173828	549.3389892578125
244	147.9699249267578	548.2294921875
245	143.35838317871094	548.88134765625
246	137.8180694580078	552.7757568359375
247	154.1561279296875	549.3477172851562
248	156.4432373046875	546.4144897460938
249	149.47665405273438	550.4209594726562
250	142.9228057861328	549.5562744140625
251	156.52944946289062	551.8992919921875
252	149.34854125976562	549.4752197265625
253	149.06179809570312	544.8896484375
254	150.9781494140625	547.4072265625
255	145.41552734375	542.700439453125
256	147.99363708496094	542.8154907226562
257	147.42445373535156	549.0789184570312
258	145.97772216796875	549.805908203125
259	143.75550842285156	547.0003051757812
260	152.5464630126953	549.866943359375
261	140.7426300048828	548.3486938476562
262	145.91836547851562	548.7286376953125
263	147.51927185058594	548.81298828125
264	154.7058563232422	552.6217651367188
265	143.17332458496094	547.0411987304688
266	156.2723388671875	547.3865966796875
267	151.79296875	550.3496704101562
268	152.04644775390625	550.6064453125
269	149.26974487304688	549.5994873046875
270	149.9537353515625	546.2252807617188
271	153.29640197753906	547.551513671875
272	154.6883087158203	553.27490234375
273	151.33985900878906	544.9918823242188
274	152.4022216796875	545.5120849609375
275	153.96998596191406	545.4656372070312
276	155.4407196044922	548.7902221679688
277	164.15643310546875	548.6206665039062
278	149.99197387695312	545.502685546875
279	149.02987670898438	546.9963989257812
280	156.79949951171875	546.7268676757812
281	152.63272094726562	547.6321411132812
282	148.39889526367188	546.0184326171875
283	155.7305450439453	548.6668701171875
284	157.7482452392578	550.4390869140625
285	160.4573211669922	547.0176391601562
286	151.6091766357422	549.8999633789062
287	155.2797088623047	553.16455078125
288	151.99200439453125	549.5623779296875
289	151.42892456054688	547.3739624023438
290	156.09519958496094	547.3895263671875
291	159.88397216796875	548.9077758789062
292	160.48696899414062	547.6516723632812
293	160.08177185058594	544.476318359375
294	166.48326110839844	544.9276733398438
295	158.30972290039062	549.2918701171875
296	143.0990447998047	548.1982421875
297	152.62936401367188	550.7578735351562
298	151.21890258789062	543.2518920898438
299	159.80758666992188	543.645263671875
300	165.85586547851562	544.936279296875
301	158.9003448486328	549.3060302734375
302	163.503662109375	546.4437866210938
303	163.5153350830078	550.7280883789062
304	156.57720947265625	547.2243041992188
305	158.40542602539062	549.353759765625
306	160.08921813964844	546.338134765625
307	160.18228149414062	544.5106201171875
308	163.270263671875	544.5565795898438
309	167.89883422851562	547.1248168945312
310	163.38478088378906	540.7628784179688
311	159.76112365722656	546.1530151367188
312	167.0707244873047	552.7719116210938
313	165.62705993652344	547.9326782226562
314	172.27163696289062	547.3645629882812
315	159.9351806640625	551.6173095703125
316	165.0164337158203	542.568603515625
317	168.78900146484375	547.6130981445312
318	170.88018798828125	544.0511474609375
319	164.43386840820312	541.7575073242188
