	log_likelihood
7179	286.24988
7180	315.75092
7181	324.57382
7182	275.5285
7183	306.24286
7184	331.0253
7185	324.0915
7186	262.11484
7187	202.8461
7188	317.06134
7189	292.32584
7190	328.03296
7191	291.4819
7192	302.32208
7193	242.84628
7194	307.98785
7195	315.22348
7196	294.51727
7197	321.06348
7198	308.71454
7199	314.23367
7200	218.49976
7201	315.94382
7202	308.69748
7203	269.1401
7204	332.00302
7205	320.9038
7206	310.96124
7207	330.98083
7208	237.11919
7209	292.96393
7210	319.49487
7211	282.74542
7212	252.88016
7213	287.9466
7214	320.9266
7215	320.15936
7216	262.4655
7217	315.8007
7218	297.9933
7219	314.29016
7220	116.813255
7221	318.88168
7222	324.8543
7223	206.02295
7224	247.16006
7225	226.33801
7226	218.24663
7227	223.80928
7228	237.4896
7229	282.1761
7230	172.54488
7231	327.0559
7232	270.06403
7233	271.86917
7234	324.49292
7235	326.97574
7236	297.0529
7237	274.78516
7238	309.95218
7239	210.55867
7240	280.57452
7241	319.69556
7242	329.57367
7243	282.91797
7244	309.85275
7245	242.90215
7246	291.02237
7247	325.9812
7248	264.8972
7249	303.7798
7250	316.93274
7251	313.86987
7252	322.12378
7253	317.48676
7254	316.9792
7255	308.80566
7256	318.75937
7257	303.07147
7258	320.805
7259	339.1603
7260	325.75757
7261	332.10175
7262	319.5345
7263	327.2915
7264	251.1384
7265	315.0485
7266	314.34332
7267	198.88821
7268	282.1789
7269	299.36572
7270	303.62262
7271	328.8582
7272	289.73892
7273	182.66214
7274	307.95483
7275	268.92474
7276	315.99814
7277	294.0537
7278	236.37228
7279	322.0848
7280	306.2276
7281	310.90332
7282	302.5785
7283	327.93744
7284	266.27014
7285	337.5109
7286	327.91147
7287	318.0506
7288	305.7801
7289	318.17188
7290	323.3553
7291	312.6825
7292	272.93912
7293	313.42188
7294	146.80125
7295	324.1402
7296	316.25635
7297	304.73837
7298	323.87933
7299	320.5389
7300	228.37204
7301	299.54755
7302	261.61627
7303	316.9715
7304	268.63376
7305	260.76004
7306	209.50528
7307	281.42798
7308	291.27808
7309	309.21524
7310	310.4771
7311	329.6457
7312	313.79285
7313	327.83505
7314	305.29193
7315	281.84683
7316	294.1893
7317	311.69913
7318	300.81696
7319	325.87665
7320	313.97632
7321	320.91998
7322	338.7652
7323	314.72202
7324	280.35425
7325	298.99863
7326	321.6729
7327	312.8001
7328	324.30978
7329	247.60567
7330	320.47845
7331	275.15607
7332	317.60663
7333	279.9087
7334	287.36768
7335	290.97833
7336	301.63934
7337	317.90875
7338	302.63055
7339	323.08
7340	320.01718
7341	291.987
7342	302.84003
7343	305.05682
7344	306.33774
7345	280.77417
7346	321.04755
7347	267.2802
7348	291.11142
7349	281.01547
7350	334.12518
7351	333.58258
7352	268.66153
7353	332.5141
7354	324.1205
7355	264.92862
7356	277.88123
7357	227.57016
7358	307.15347
7359	316.8553
7360	304.03842
7361	305.1345
7362	292.04208
7363	319.81915
7364	277.58652
7365	280.35687
7366	312.16418
7367	319.79877
7368	330.7149
7369	302.28824
7370	231.63867
7371	267.2351
7372	265.792
7373	318.79034
7374	320.6069
7375	244.07251
7376	271.3943
7377	269.33185
7378	307.31366
7379	282.968
7380	279.39334
7381	301.1336
7382	305.57715
7383	317.76352
7384	329.3615
7385	294.27554
7386	306.84937
7387	326.025
7388	297.47934
7389	328.7812
7390	325.9584
7391	322.68646
7392	314.94943
7393	325.0083
7394	317.47232
7395	296.1566
7396	280.35068
7397	322.61588
7398	303.08032
7399	286.86823
7400	302.03137
7401	319.7696
7402	302.70032
7403	227.73746
7404	172.7667
7405	314.8785
7406	279.65216
7407	286.87592
7408	274.95322
7409	258.30957
7410	256.22076
7411	287.39914
7412	301.72003
7413	244.45041
7414	323.31354
7415	246.55803
7416	293.22983
7417	319.89352
7418	326.524
7419	310.55853
7420	328.68793
7421	282.5019
7422	299.96487
7423	336.85083
7424	226.83138
7425	309.70053
7426	300.78583
7427	301.76926
7428	290.87872
7429	95.89046
7430	294.05035
7431	310.65903
7432	280.93814
7433	308.3724
7434	284.0402
7435	276.92267
7436	317.60587
7437	274.48712
7438	296.6578
7439	286.81696
7440	274.24857
7441	320.9937
7442	286.12436
7443	319.51587
7444	283.61957
7445	247.23618
7446	332.20557
7447	308.85052
7448	323.04315
7449	312.79456
7450	311.1687
7451	332.70615
7452	319.54263
7453	317.05817
7454	308.41824
7455	273.938
7456	290.9207
7457	313.4661
7458	242.03659
7459	278.0327
7460	309.46146
7461	312.12518
7462	272.50836
7463	308.4992
7464	249.45317
7465	324.45068
7466	283.96097
7467	301.22842
7468	192.23051
7469	293.5604
7470	183.04584
7471	279.67474
7472	299.715
7473	276.86078
7474	281.1736
7475	290.08923
7476	336.2506
7477	308.67963
7478	315.83087
7479	293.74893
7480	321.59766
7481	208.80403
7482	317.72708
7483	331.31592
7484	312.54886
7485	313.3483
7486	313.9498
7487	329.27783
7488	315.33948
7489	264.15622
7490	323.40475
7491	319.70355
7492	302.169
7493	143.10922
7494	202.71205
7495	270.56342
7496	155.14018
7497	309.12256
7498	325.10678
7499	316.12048
7500	315.6458
7501	319.94608
7502	297.0744
7503	293.9886
7504	162.72171
7505	333.39932
7506	290.90964
7507	312.18625
7508	316.7916
7509	304.69708
7510	310.10895
7511	309.65405
7512	295.5319
7513	310.8226
7514	243.69495
7515	279.6822
7516	293.58182
7517	327.14825
7518	300.70908
7519	303.70978
7520	317.2519
7521	235.30269
7522	313.41095
7523	268.36993
7524	313.80072
7525	303.65088
7526	318.78278
7527	315.83856
7528	160.30484
7529	260.6076
7530	308.53876
7531	318.75873
7532	309.65463
7533	295.94653
7534	304.26004
7535	326.55557
7536	307.05487
7537	323.0219
7538	222.08882
7539	321.17493
7540	334.3022
7541	314.46954
7542	300.14948
7543	334.73575
7544	315.0644
7545	148.29816
7546	273.47406
7547	304.56216
7548	246.6394
7549	317.18423
7550	288.72858
7551	251.02417
7552	283.3155
7553	234.09756
7554	201.73361
7555	305.8094
7556	315.99167
7557	277.23032
7558	315.92117
7559	296.14197
7560	310.77332
7561	317.40414
7562	286.27402
7563	215.70639
7564	278.02957
7565	337.34286
7566	335.28003
7567	224.52046
7568	310.60443
7569	326.92023
7570	322.64862
7571	295.83746
7572	324.68317
7573	280.60712
7574	181.68712
7575	278.6038
7576	190.07953
7577	314.2176
7578	300.03058
7579	233.38118
7580	222.4366
7581	313.96805
7582	331.02966
7583	327.28314
7584	313.07297
7585	331.73846
7586	288.7021
7587	310.18707
7588	316.81818
7589	276.34735
7590	300.53537
7591	267.2129
7592	303.95816
7593	316.94513
7594	323.06085
7595	326.24228
7596	333.05832
7597	274.0132
7598	300.1933
7599	134.43063
7600	314.87595
7601	317.17807
7602	321.54565
7603	329.82208
7604	329.80414
7605	270.84036
7606	318.53207
7607	299.42316
7608	256.38742
7609	289.4272
7610	295.7959
7611	322.58038
7612	323.15546
7613	316.0746
7614	216.37463
7615	335.1103
7616	295.76456
7617	167.83746
7618	158.47351
7619	327.62225
7620	308.26614
7621	192.87614
7622	228.95454
7623	292.85074
7624	281.74176
7625	320.40765
7626	317.90845
7627	305.9633
7628	311.0148
7629	278.2453
7630	272.04166
7631	311.45673
7632	340.22833
7633	161.01575
7634	327.0649
7635	341.34753
7636	238.07483
7637	323.60596
7638	301.3089
7639	307.14453
7640	318.69073
7641	321.1581
7642	278.99054
7643	319.7006
7644	332.78833
7645	305.68466
7646	296.03268
7647	316.74493
7648	320.91956
7649	282.7938
7650	254.70158
7651	317.14764
7652	299.1123
7653	296.56372
7654	285.71637
7655	274.97525
7656	303.83917
7657	298.2268
7658	289.12766
7659	332.33774
7660	317.59393
7661	322.78247
7662	321.36807
7663	286.85156
7664	308.53287
7665	307.75726
7666	299.33072
7667	304.1452
7668	292.62463
7669	259.61942
7670	276.96313
7671	307.58243
7672	296.6614
7673	201.94582
7674	300.48944
7675	316.74017
7676	300.89542
7677	302.8111
7678	162.96162
7679	325.1057
7680	302.3588
7681	287.09747
7682	312.95667
7683	298.71127
7684	219.37631
7685	286.8139
7686	329.81238
7687	301.6119
7688	305.89786
7689	314.70035
7690	254.73674
7691	262.13544
7692	268.10062
7693	261.55493
7694	277.17603
7695	210.89688
7696	305.20752
7697	307.15057
7698	304.26254
7699	341.14902
7700	302.5013
7701	280.99658
7702	246.90454
7703	317.3808
7704	296.02188
7705	307.9082
7706	309.32336
7707	280.33328
7708	287.21185
7709	318.4922
7710	141.40909
7711	307.06006
7712	309.89276
7713	316.99652
7714	285.34286
7715	325.7071
7716	328.47922
7717	326.64563
7718	311.71747
7719	309.8061
7720	326.4532
7721	294.7138
7722	332.51993
7723	311.87958
7724	311.25937
7725	309.71906
7726	300.2645
7727	308.615
7728	263.2602
7729	200.41672
7730	330.00687
7731	110.5197
7732	312.19724
7733	321.90738
7734	321.06274
7735	284.7126
7736	268.0594
7737	284.84344
7738	309.24274
7739	327.01532
7740	269.6352
7741	311.83038
7742	273.5335
7743	258.61264
7744	296.28323
7745	312.76825
7746	291.73846
7747	324.0256
7748	319.35474
7749	264.65656
7750	317.87323
7751	320.21558
7752	301.6413
7753	274.06863
7754	303.55508
7755	312.85156
7756	242.91776
7757	285.5107
7758	312.3291
7759	319.8719
7760	293.68686
7761	249.90218
7762	55.461304
7763	291.65668
7764	321.94827
7765	286.55182
7766	308.4223
7767	203.80957
7768	246.06046
7769	296.0349
7770	283.9112
7771	305.2272
7772	296.69196
7773	162.98665
7774	322.64105
7775	324.78253
7776	314.8112
7777	187.32675
7778	283.69806
7779	304.11407
7780	332.298
7781	317.35513
7782	322.55795
7783	297.21085
7784	305.27704
7785	299.93716
7786	269.2766
7787	306.86972
7788	325.84137
7789	272.4565
7790	312.74976
7791	284.36404
7792	290.2843
7793	179.32364
7794	160.17737
7795	319.9655
7796	299.52213
7797	320.03168
7798	284.56152
7799	321.74493
7800	291.01398
7801	322.88577
7802	308.67276
7803	244.48471
7804	299.07886
7805	202.45375
7806	317.1845
7807	281.4568
7808	292.7715
7809	292.52042
7810	306.12045
7811	290.64777
7812	315.50177
7813	260.9471
7814	221.78413
7815	248.60307
7816	275.4326
7817	219.13492
7818	308.62982
7819	174.25249
7820	278.04022
7821	258.67368
7822	309.55078
7823	269.52637
7824	230.08492
7825	331.39178
7826	307.54974
7827	251.69312
7828	305.42856
7829	285.2066
7830	291.47687
7831	260.9063
7832	223.2861
7833	323.67807
7834	102.728004
7835	290.6148
7836	336.46716
7837	308.207
7838	323.97348
7839	233.35526
7840	224.99812
7841	293.4956
7842	318.9981
7843	323.16968
7844	202.39348
7845	281.17865
7846	326.9174
7847	304.45306
7848	289.08228
7849	327.33072
7850	309.0851
7851	189.58911
7852	328.402
7853	235.35165
7854	293.57953
7855	280.57538
7856	308.50967
7857	321.77637
7858	309.80737
7859	322.91745
7860	282.30377
7861	289.2315
7862	320.7918
7863	211.48117
7864	335.93878
7865	275.32425
7866	299.9078
7867	191.82344
7868	321.22534
7869	306.79706
7870	258.99335
7871	291.34717
7872	325.53726
7873	320.86484
7874	292.61508
7875	255.15549
7876	255.68246
7877	236.42949
7878	279.90997
7879	304.93497
7880	295.46597
7881	320.6779
7882	328.91132
7883	318.39102
7884	277.39392
7885	298.19254
7886	268.1742
7887	305.08847
7888	305.88028
7889	313.31342
7890	268.7523
7891	318.12692
7892	266.73633
7893	309.58264
7894	297.90112
7895	278.12277
7896	323.23663
7897	285.86655
7898	308.50507
7899	195.31656
7900	266.37115
7901	282.48843
7902	290.69406
7903	306.0007
7904	319.38565
7905	284.91156
7906	273.13004
7907	303.6308
7908	313.163
7909	275.69244
7910	324.53647
7911	305.33643
7912	210.49153
7913	293.4646
7914	314.3782
7915	228.40837
7916	307.72528
7917	267.518
7918	305.75226
7919	310.52457
7920	277.25897
7921	308.25568
7922	281.35834
7923	304.64566
7924	277.52042
7925	260.98657
7926	260.1236
7927	307.221
7928	303.0594
7929	315.99326
7930	300.9048
7931	293.83514
7932	249.36453
7933	162.3663
7934	328.38867
7935	273.41693
7936	270.43613
7937	304.4012
7938	300.465
7939	282.74426
7940	309.04083
7941	289.63754
7942	290.57916
7943	322.87943
7944	306.80667
7945	325.6773
7946	320.40594
7947	281.55402
7948	321.16476
7949	294.492
7950	222.14986
7951	259.09415
7952	307.7048
7953	327.84406
7954	300.59198
7955	247.09811
7956	292.84027
7957	320.7954
7958	253.28532
7959	270.34235
7960	290.4159
7961	291.53412
7962	292.72934
7963	316.02496
7964	323.5482
7965	315.1995
7966	317.29468
7967	317.79633
7968	329.77066
7969	273.29575
7970	315.136
7971	326.99738
7972	278.1715
7973	308.58475
7974	294.66348
7975	321.51385
7976	309.89398
7977	316.79974
7978	288.44128
7979	316.98627
7980	304.46176
7981	332.4343
7982	331.30035
7983	327.6916
7984	290.41086
7985	302.60623
7986	219.17143
7987	323.18158
7988	261.24094
7989	282.61334
7990	278.3223
7991	324.8494
7992	295.40265
7993	287.8997
7994	317.8029
7995	122.94867
7996	303.88455
7997	238.90259
7998	313.9037
7999	322.36554
8000	317.45676
8001	321.31412
8002	288.90527
8003	295.23627
8004	320.80133
8005	315.62598
8006	257.83798
8007	290.35284
8008	285.5598
8009	300.67572
8010	325.2877
8011	266.95074
8012	323.5965
8013	328.9013
8014	315.49606
8015	267.60202
8016	271.75482
8017	301.13718
8018	251.5636
8019	323.2143
8020	309.43387
8021	289.11758
8022	304.0616
8023	322.81952
8024	322.9214
8025	316.16055
8026	302.10583
8027	317.01227
8028	258.3711
8029	306.5442
8030	265.53278
8031	312.55188
8032	327.93588
8033	287.15588
8034	322.8897
8035	310.29117
8036	265.08057
8037	299.1214
8038	299.85718
8039	309.1115
8040	267.93155
8041	279.01627
8042	279.42746
8043	302.09412
8044	299.1887
8045	270.1943
8046	271.67374
8047	310.24493
8048	281.44144
8049	219.5365
8050	260.45215
8051	204.5075
8052	313.39087
8053	283.04425
8054	266.64227
8055	313.83606
8056	289.6892
8057	238.17375
8058	298.4349
8059	308.7622
8060	284.62503
8061	224.23979
8062	284.26505
8063	295.1469
8064	283.29504
8065	127.33695
8066	218.72893
8067	305.8307
8068	325.806
8069	292.13974
8070	319.9417
8071	280.9793
8072	306.39932
8073	317.49832
8074	310.51047
8075	271.6131
8076	322.87735
8077	280.76624
8078	335.18668
8079	319.315
8080	169.91685
8081	287.5216
8082	325.14337
8083	296.04175
8084	256.13034
8085	312.42743
8086	303.73355
8087	291.87802
8088	297.19766
8089	206.20312
8090	276.44724
8091	292.87964
8092	292.21783
8093	213.25252
8094	305.35504
8095	290.7749
8096	269.87848
8097	285.52032
8098	203.09058
8099	314.69644
8100	325.81375
8101	270.8644
8102	301.14877
8103	265.21573
8104	297.2914
8105	306.0296
8106	299.1599
8107	304.08643
8108	112.34463
8109	324.86542
8110	298.7354
8111	322.40765
8112	310.5429
8113	314.35303
8114	311.00305
8115	179.91237
8116	321.4745
8117	320.31378
8118	296.39453
8119	238.42554
8120	199.5485
8121	267.10635
8122	313.09143
8123	304.51004
8124	276.12674
8125	292.12607
8126	263.4187
8127	316.89978
8128	315.37445
8129	283.8529
8130	224.8451
8131	320.94446
8132	324.53857
8133	136.37773
8134	286.97046
8135	271.88315
8136	300.94522
8137	306.64056
8138	317.41797
8139	268.60483
8140	276.41205
8141	294.8802
8142	280.75195
8143	307.6099
8144	253.91882
8145	310.20148
8146	305.4455
8147	243.29434
8148	321.27777
8149	309.92157
8150	266.582
8151	268.9567
8152	303.34946
8153	293.08746
8154	292.09464
8155	312.63907
8156	266.5847
8157	309.06683
8158	261.41098
8159	230.82222
8160	169.07881
8161	326.33496
8162	326.92407
8163	198.80966
8164	300.34988
8165	292.99707
8166	270.20898
8167	326.34134
8168	313.06445
8169	299.50308
8170	252.41634
8171	293.07068
8172	304.5219
8173	320.42734
8174	267.9263
8175	310.6661
8176	263.6855
8177	300.91632
8178	303.04517
8179	245.92427
8180	314.2223
8181	315.08698
8182	319.49124
8183	304.10834
8184	333.59833
8185	315.4747
8186	302.86823
8187	321.93408
8188	236.10371
8189	314.75955
8190	210.88193
8191	291.02594
8192	289.09213
8193	311.67535
8194	293.48877
8195	304.12598
8196	253.33174
8197	314.9974
8198	293.04663
8199	313.38376
8200	294.34833
8201	256.40936
8202	324.19922
8203	253.87337
8204	250.07353
8205	296.34833
8206	288.15265
8207	228.11308
8208	303.9589
8209	149.8663
8210	241.67607
8211	274.00836
8212	325.3995
8213	172.67505
8214	302.5279
8215	286.21732
8216	309.222
8217	300.59198
8218	193.35013
8219	211.46716
8220	292.6708
8221	302.04932
8222	317.74615
8223	264.6652
8224	289.1653
8225	322.806
8226	178.4462
8227	290.2371
8228	278.4418
8229	274.45395
8230	304.75214
8231	323.7361
8232	302.58282
8233	296.7789
8234	265.05185
8235	319.84033
8236	317.15363
8237	299.68637
8238	326.30756
8239	189.5972
8240	268.63626
8241	303.1269
8242	298.65704
8243	300.74432
8244	299.52347
8245	267.8423
8246	296.70853
8247	315.4995
8248	314.64053
8249	309.5747
8250	312.07025
8251	261.50552
8252	279.01318
8253	311.1023
8254	277.94165
8255	307.90973
8256	201.24959
8257	280.60254
8258	291.2288
8259	258.01938
8260	269.08368
8261	262.61728
8262	322.08945
8263	322.99384
8264	326.27985
8265	316.64206
8266	275.19403
8267	163.71643
8268	275.36154
8269	256.99332
8270	314.41537
8271	308.21863
8272	276.56317
8273	205.02051
8274	275.00262
8275	306.15543
8276	294.3667
8277	292.3078
8278	322.86288
8279	320.66547
8280	322.2208
8281	318.72125
8282	324.75504
8283	257.25446
8284	174.04436
8285	220.9657
8286	268.92
8287	314.3845
8288	296.83087
8289	297.986
8290	185.44281
8291	318.69843
8292	302.37827
8293	336.04782
8294	177.95372
8295	269.28497
8296	269.23553
8297	269.54913
8298	314.99084
8299	318.87155
8300	320.66718
8301	309.68417
8302	294.0119
8303	254.29019
8304	310.31256
8305	299.94293
8306	294.56552
8307	290.1449
8308	297.32047
8309	253.34807
8310	326.38223
8311	310.81436
8312	271.17
8313	282.04218
8314	329.91446
8315	303.4811
8316	306.76382
8317	319.47852
8318	264.34814
8319	298.38397
8320	295.07895
8321	221.08597
8322	299.0113
8323	276.82077
8324	315.924
8325	300.7526
8326	288.92172
8327	310.31128
8328	308.97784
8329	300.9397
8330	285.4227
8331	267.63495
8332	312.9516
8333	185.6729
8334	264.82138
8335	320.9064
8336	284.4606
8337	311.01166
8338	229.46855
8339	283.99982
8340	309.15576
8341	299.5215
8342	312.5014
8343	184.66069
8344	292.02914
8345	288.2874
8346	295.52173
8347	302.12976
8348	327.9392
8349	278.68088
8350	330.1512
8351	317.72165
8352	257.0612
8353	300.3256
8354	310.25284
8355	204.42471
8356	311.14032
8357	200.3309
8358	290.39838
8359	310.29205
8360	293.83362
8361	232.63623
8362	310.2378
8363	321.24896
8364	286.7663
8365	280.77435
8366	295.0827
8367	283.82013
8368	317.22858
8369	158.46889
8370	317.1934
8371	179.98257
8372	183.53484
8373	285.63666
8374	323.02496
8375	298.1765
8376	319.74115
8377	295.99527
8378	293.4105
8379	301.9651
8380	297.83258
8381	286.0877
8382	308.90927
8383	320.63995
8384	336.24933
8385	293.44174
8386	299.21613
8387	314.95038
8388	289.7118
8389	263.5298
8390	218.95634
8391	261.3109
8392	334.23962
8393	330.8885
8394	295.38477
8395	261.9169
8396	92.09188
8397	311.6164
8398	312.58585
8399	291.9826
8400	326.69583
8401	311.94727
8402	315.19583
8403	294.90256
8404	270.12473
8405	302.11026
8406	313.71198
8407	303.03687
8408	274.88205
8409	288.06317
8410	298.16193
8411	316.78195
8412	272.60556
8413	313.52133
8414	170.1147
8415	321.4972
8416	302.10812
8417	279.07172
8418	219.80595
8419	254.74239
8420	314.27823
8421	265.03473
8422	223.73251
8423	200.73906
8424	314.45792
8425	311.56714
8426	284.7613
8427	221.4954
8428	150.58472
8429	230.7906
8430	306.32642
8431	324.6247
8432	318.36484
8433	269.1275
8434	245.9227
8435	314.24908
8436	311.02713
8437	262.01837
8438	291.17972
8439	300.8731
8440	319.73834
8441	189.53185
8442	290.1024
8443	314.26257
8444	300.84085
8445	305.29575
8446	314.63287
8447	317.7896
8448	311.93668
8449	312.18893
8450	176.41525
8451	317.73242
8452	312.80722
8453	134.52103
8454	295.55542
8455	280.84418
8456	247.84892
8457	271.86066
8458	314.0355
8459	326.5269
8460	223.25998
8461	283.3316
8462	302.52466
8463	267.5703
8464	323.2658
8465	307.2938
8466	200.70941
8467	324.925
8468	308.81488
8469	270.31638
8470	304.19202
8471	287.44452
8472	302.98642
8473	292.88864
8474	306.23526
8475	298.47974
8476	280.6342
8477	238.13274
8478	321.43646
8479	306.87164
8480	318.8201
8481	223.89816
8482	294.10828
8483	315.92828
8484	318.5131
8485	122.01294
8486	272.47394
8487	334.482
8488	303.33636
8489	280.58813
8490	316.56616
8491	316.69537
8492	303.24066
8493	324.20435
8494	313.1204
8495	282.4999
8496	314.49243
8497	309.2077
8498	235.19131
8499	259.82227
8500	327.0486
8501	227.70781
8502	306.21368
8503	252.53714
8504	279.34448
8505	320.73462
8506	305.86084
8507	298.02798
8508	304.4494
8509	226.76709
8510	218.8339
8511	301.156
8512	285.78033
8513	311.041
8514	92.65129
8515	314.71033
8516	316.10645
8517	314.75433
8518	317.1987
8519	217.61967
8520	275.2697
8521	277.25024
8522	311.92093
8523	269.0274
8524	309.76382
8525	258.04465
8526	292.54877
8527	276.38007
8528	304.13275
8529	314.0119
8530	288.7259
8531	286.7648
8532	312.15106
8533	244.57193
8534	305.2597
8535	301.1587
8536	280.92322
8537	241.00134
8538	318.00583
8539	209.53166
8540	305.2125
8541	307.48056
8542	330.3851
8543	292.29584
8544	221.48618
8545	316.37094
8546	269.41098
8547	303.351
8548	182.88803
8549	255.90613
8550	307.356
8551	310.58292
8552	262.21466
8553	256.0757
8554	295.41022
8555	313.3712
8556	287.94946
8557	311.078
8558	316.6645
8559	294.9959
8560	274.9958
8561	311.21997
8562	267.35065
8563	300.9023
8564	270.61215
8565	309.65326
8566	314.7356
8567	281.51785
8568	196.97404
8569	326.67874
8570	288.67227
8571	278.04105
8572	302.19525
8573	212.53336
8574	180.5687
8575	316.25195
8576	195.40019
8577	296.85995
8578	305.38785
8579	180.49521
8580	310.84985
8581	271.17432
8582	305.27628
8583	260.95343
8584	284.73904
8585	311.3886
8586	221.04341
8587	251.04695
8588	313.28275
8589	299.77594
8590	277.64615
8591	247.89001
8592	315.97845
8593	309.17523
8594	290.85568
8595	293.5341
8596	319.9688
8597	323.4572
8598	187.41933
8599	257.16574
8600	315.48495
8601	301.0336
8602	269.55408
8603	325.2451
8604	319.66977
8605	324.19873
8606	236.73996
8607	335.23355
8608	297.25555
8609	177.00754
8610	287.2901
8611	324.40802
8612	280.40546
8613	273.8084
8614	266.73813
8615	268.99457
8616	324.4748
8617	295.67725
8618	221.99683
8619	310.9052
8620	306.19107
8621	271.74774
8622	320.34503
8623	313.07034
8624	296.02875
8625	263.47455
8626	272.2103
8627	292.74908
8628	285.261
8629	312.69067
8630	282.3863
8631	109.63464
8632	280.9183
8633	314.2238
8634	275.6852
8635	317.46497
8636	294.3636
8637	310.93555
8638	278.94025
8639	303.1868
8640	295.58472
8641	307.90875
8642	219.02902
8643	291.78976
8644	304.49252
8645	321.0168
8646	283.3764
8647	280.3367
8648	282.95367
8649	287.64325
8650	271.50537
8651	270.58917
8652	319.72882
8653	280.75778
8654	243.51602
8655	312.59778
8656	276.60498
8657	280.22552
8658	321.4309
8659	286.31586
8660	312.8579
8661	312.175
8662	294.5876
8663	246.39331
8664	292.52655
8665	272.70972
8666	325.32526
8667	291.43585
8668	269.9101
8669	323.6563
8670	305.86258
8671	276.7701
8672	320.1424
8673	293.19717
8674	322.7187
8675	316.64142
8676	315.7579
8677	267.3059
8678	307.59906
8679	298.0495
8680	306.15448
8681	329.31274
8682	169.69182
8683	275.4022
8684	271.8565
8685	293.44296
8686	281.38275
8687	317.41632
8688	280.1478
8689	192.87897
8690	320.49332
8691	313.65518
8692	295.17755
8693	255.19092
8694	273.96533
8695	255.50986
8696	298.2315
8697	282.0405
8698	288.16733
8699	250.25552
8700	199.1312
8701	259.3444
8702	296.87494
8703	260.83868
8704	199.4779
8705	249.65889
8706	319.70703
8707	195.12053
8708	268.25568
8709	274.57098
8710	304.87164
8711	308.9961
8712	229.83133
8713	314.35287
8714	284.2453
8715	296.632
8716	247.36694
8717	311.33954
8718	309.3318
8719	49.68855
8720	285.92328
8721	300.51117
8722	240.08276
8723	208.95816
8724	278.6176
8725	198.8473
8726	325.67252
8727	259.9856
8728	291.0492
8729	316.0235
8730	333.45593
8731	318.42365
8732	312.22662
8733	312.16064
8734	316.4466
8735	257.79926
8736	295.27936
8737	307.96713
8738	324.71634
8739	94.159386
8740	289.90985
8741	311.99026
8742	279.0768
8743	263.47778
8744	294.7476
8745	300.0799
8746	315.68304
8747	314.82318
8748	279.6033
8749	272.78888
8750	321.43814
8751	219.40117
8752	319.5725
8753	318.56873
8754	315.41718
8755	307.31747
8756	244.22343
8757	299.0426
8758	317.539
8759	327.76428
8760	291.53207
8761	229.02344
8762	299.69855
8763	141.64487
8764	181.73418
8765	308.50894
8766	273.97668
8767	276.29645
8768	247.76611
8769	163.25159
8770	302.05435
8771	174.68478
8772	311.6673
8773	308.16913
8774	297.36618
8775	280.97647
8776	265.18677
8777	264.72415
8778	306.07864
8779	298.48285
8780	310.29803
8781	241.95332
8782	283.77618
8783	214.40303
8784	300.87872
8785	318.5275
8786	265.95743
8787	206.43327
8788	222.92392
8789	295.51993
8790	322.20407
8791	282.6107
8792	286.89838
8793	278.96988
8794	219.96626
8795	299.90128
8796	133.09695
8797	309.4834
8798	225.23007
8799	314.02094
8800	322.29538
8801	299.51755
8802	211.31192
8803	325.7436
8804	213.98965
8805	261.4186
8806	240.88443
8807	320.1114
8808	253.99902
8809	302.3434
8810	293.25577
8811	292.5884
8812	206.05525
8813	176.99854
8814	321.13983
8815	301.4453
8816	315.1434
8817	308.91528
8818	329.74365
8819	274.2277
8820	292.56122
8821	301.98273
8822	308.3559
8823	318.79572
8824	274.89935
8825	306.7377
8826	321.5743
8827	286.40918
8828	297.07812
8829	316.89398
8830	321.64734
8831	307.9891
8832	186.6031
8833	285.47485
8834	294.55292
8835	316.55014
8836	323.909
8837	308.78033
8838	237.47324
8839	277.85336
8840	250.21439
8841	310.13608
8842	304.55762
8843	268.6612
8844	312.1481
8845	322.85034
8846	304.4539
8847	286.36606
8848	307.1172
8849	264.39023
8850	276.79736
8851	313.76422
8852	292.1547
8853	323.57953
8854	326.74518
8855	270.83893
8856	316.35443
8857	240.22757
8858	301.12213
8859	315.07452
8860	297.35147
8861	278.51892
8862	245.30261
8863	272.67175
8864	305.0628
8865	310.2713
8866	296.9398
8867	324.6989
8868	274.29404
8869	326.77972
8870	299.93512
8871	265.1978
8872	280.3498
8873	263.12543
8874	265.96762
8875	257.37796
8876	306.39282
8877	309.5687
8878	267.68423
8879	317.3046
8880	306.7657
8881	301.1012
8882	316.49017
8883	283.6847
8884	278.89056
8885	291.35205
8886	299.13232
8887	208.43498
8888	240.4888
8889	312.8533
8890	311.9416
8891	293.6242
8892	237.5629
8893	250.64384
8894	299.91586
8895	263.247
8896	212.59258
8897	280.02585
8898	285.74298
8899	288.4632
8900	260.66864
8901	253.67075
8902	262.89166
8903	219.2624
8904	264.81708
8905	325.51154
8906	277.44217
8907	302.4134
8908	228.69463
8909	306.69092
8910	309.86127
8911	292.3152
8912	227.86142
8913	312.82526
8914	277.1126
8915	322.32153
8916	209.63919
8917	278.6903
8918	265.0907
8919	317.37238
8920	293.85025
8921	300.3102
8922	237.66643
8923	309.00378
8924	179.55702
8925	279.0086
8926	305.45184
8927	313.94928
8928	260.11908
8929	294.27325
8930	326.1908
8931	309.4564
8932	296.25348
